placa,timestamp,peaje_id,es_vi
JAM-772,2024-02-08 08:16:17,P05,1
URJ-004,2024-02-08 08:20:04,P07,0
ACE-204,2024-02-08 08:37:39,P06,0
BXM-956,2024-02-08 08:40:34,P06,0
JAM-772,2024-02-08 08:57:17,P06,1
BXM-956,2024-02-08 09:28:34,P08,0
ACE-204,2024-02-08 09:28:39,P08,0
JAM-772,2024-02-08 09:35:17,P08,1
VTN-721,2024-02-08 10:02:23,P01,0
VTN-721,2024-02-08 10:39:23,P02,0
VTN-721,2024-02-08 11:33:23,P03,0
VTN-721,2024-02-08 12:22:23,P07,0
VTN-721,2024-02-08 13:26:23,P08,0
VTN-721,2024-02-08 14:03:23,P05,0
VTN-721,2024-02-08 14:57:23,P06,0
ETT-011,2024-02-08 17:04:40,P04,0
GWR-746,2024-02-08 17:06:09,P04,1
ETT-011,2024-02-08 17:51:40,P07,0
GWR-746,2024-02-08 18:01:09,P07,1
GWR-746,2024-02-08 18:36:09,P09,1
ETT-011,2024-02-08 18:53:40,P09,0
JJC-223,2024-02-08 20:55:09,P04,0
GNX-996,2024-02-08 21:28:12,P01,0
JJC-223,2024-02-08 21:47:09,P07,0
GNX-996,2024-02-08 22:04:12,P02,0
JJC-223,2024-02-08 22:33:09,P09,0
GNX-996,2024-02-08 22:47:12,P03,0
GNX-996,2024-02-08 23:45:12,P07,0
GNX-996,2024-02-09 00:27:12,P08,0
KCJ-135,2024-02-09 01:01:47,P04,0
GNX-996,2024-02-09 01:08:12,P05,0
VPB-066,2024-02-09 01:26:15,P07,0
KCJ-135,2024-02-09 01:38:47,P05,0
GNX-996,2024-02-09 01:46:12,P06,0
VPB-066,2024-02-09 02:19:15,P08,0
KCJ-135,2024-02-09 02:26:47,P06,0
KCJ-135,2024-02-09 03:08:47,P08,0
VMJ-632,2024-02-09 05:14:05,P04,0
VMJ-632,2024-02-09 05:52:05,P07,0
VMJ-632,2024-02-09 06:39:05,P09,0
PDY-680,2024-02-09 08:50:47,P04,0
BGU-102,2024-02-09 08:51:01,P04,0
RCP-031,2024-02-09 09:10:18,P07,1
PDY-680,2024-02-09 09:45:47,P05,0
BGU-102,2024-02-09 09:49:01,P05,0
RCP-031,2024-02-09 10:14:18,P08,1
PDY-680,2024-02-09 10:44:47,P06,0
BGU-102,2024-02-09 10:51:01,P06,0
PDY-680,2024-02-09 11:27:47,P08,0
BGU-102,2024-02-09 11:48:01,P08,0
ZYP-552,2024-02-09 12:14:14,P01,0
ARH-334,2024-02-09 13:00:03,P04,0
ZYP-552,2024-02-09 13:06:14,P02,0
ARH-334,2024-02-09 13:49:03,P05,0
ZYP-552,2024-02-09 13:53:14,P03,0
ARH-334,2024-02-09 14:27:03,P06,0
ZYP-552,2024-02-09 14:29:14,P07,0
ARH-334,2024-02-09 15:20:03,P08,0
YZE-002,2024-02-09 20:00:28,P03,0
YZE-002,2024-02-09 20:55:28,P09,0
YZE-002,2024-02-09 21:44:28,P10,0
CVR-864,2024-02-10 00:25:21,P01,0
CVR-864,2024-02-10 01:28:21,P02,0
CVR-864,2024-02-10 02:16:21,P03,0
HCY-417,2024-02-10 02:44:39,P01,1
JJC-223,2024-02-10 02:47:22,P01,0
YBK-845,2024-02-10 03:13:01,P01,0
CVR-864,2024-02-10 03:20:21,P07,0
JJC-223,2024-02-10 03:27:22,P02,0
HCY-417,2024-02-10 03:46:39,P02,1
YBK-845,2024-02-10 03:56:01,P02,0
CVR-864,2024-02-10 04:12:21,P08,0
JJC-223,2024-02-10 04:27:22,P03,0
JEA-297,2024-02-10 04:32:44,P01,0
HCY-417,2024-02-10 04:48:39,P03,1
YBK-845,2024-02-10 04:51:01,P03,0
NJR-086,2024-02-10 04:57:10,P01,1
CVR-864,2024-02-10 04:59:21,P05,0
JJC-223,2024-02-10 05:12:22,P07,0
JEA-297,2024-02-10 05:27:44,P02,0
YBK-845,2024-02-10 05:34:01,P07,0
CVR-864,2024-02-10 05:44:21,P06,0
JJC-223,2024-02-10 05:49:22,P08,0
HCY-417,2024-02-10 05:50:39,P07,1
YTN-018,2024-02-10 05:51:24,P03,0
NJR-086,2024-02-10 06:01:10,P02,1
JEA-297,2024-02-10 06:08:44,P03,0
YBK-845,2024-02-10 06:18:01,P08,0
JJC-223,2024-02-10 06:31:22,P05,0
HCY-417,2024-02-10 06:37:39,P08,1
JEA-297,2024-02-10 06:51:44,P07,0
YTN-018,2024-02-10 06:52:24,P09,0
NJR-086,2024-02-10 07:05:10,P03,1
YBK-845,2024-02-10 07:12:01,P05,0
JJC-223,2024-02-10 07:19:22,P06,0
HCY-417,2024-02-10 07:20:39,P05,1
YTN-018,2024-02-10 07:35:24,P10,0
NJR-086,2024-02-10 07:44:10,P07,1
JEA-297,2024-02-10 07:44:44,P08,0
YBK-845,2024-02-10 08:11:01,P06,0
HCY-417,2024-02-10 08:23:39,P06,1
JEA-297,2024-02-10 08:34:44,P05,0
NJR-086,2024-02-10 08:41:10,P08,1
JEA-297,2024-02-10 09:16:44,P06,0
NJR-086,2024-02-10 09:41:10,P05,1
NJR-086,2024-02-10 10:25:10,P06,1
GCT-025,2024-02-10 11:16:45,P04,0
FNW-267,2024-02-10 11:46:48,P01,0
GCT-025,2024-02-10 12:15:45,P07,0
FNW-267,2024-02-10 12:21:48,P02,0
GCT-025,2024-02-10 13:12:45,P09,0
FNW-267,2024-02-10 13:13:48,P03,0
FNW-267,2024-02-10 14:08:48,P07,0
FNW-267,2024-02-10 14:46:48,P08,0
FNW-267,2024-02-10 15:30:48,P05,0
FNW-267,2024-02-10 16:29:48,P06,0
FBW-355,2024-02-10 21:42:30,P01,0
FBW-355,2024-02-10 22:27:30,P02,0
FBW-355,2024-02-10 23:19:30,P03,0
FBW-355,2024-02-10 23:54:30,P07,0
XYX-556,2024-02-11 03:45:12,P01,0
YTJ-043,2024-02-11 03:50:10,P04,0
XYX-556,2024-02-11 04:46:12,P02,0
YTJ-043,2024-02-11 04:49:10,P07,0
YTJ-043,2024-02-11 05:28:10,P09,0
XYX-556,2024-02-11 05:36:12,P03,0
XYX-556,2024-02-11 06:12:12,P07,0
XYX-556,2024-02-11 06:47:12,P08,0
XYX-556,2024-02-11 07:29:12,P05,0
ZZM-344,2024-02-11 07:36:09,P04,0
ZZM-344,2024-02-11 08:31:09,P05,0
XYX-556,2024-02-11 08:31:12,P06,0
HCY-417,2024-02-11 08:37:59,P03,1
HCY-417,2024-02-11 09:14:59,P09,1
ZZM-344,2024-02-11 09:27:09,P06,0
HCY-417,2024-02-11 09:49:59,P10,1
ZZM-344,2024-02-11 10:26:09,P08,0
YAW-073,2024-02-11 20:52:36,P03,0
YAW-073,2024-02-11 21:39:36,P09,0
ARH-334,2024-02-11 21:57:00,P07,0
YAW-073,2024-02-11 22:35:36,P10,0
ARH-334,2024-02-11 22:39:00,P08,0
MNN-454,2024-02-12 01:03:52,P04,0
MNN-454,2024-02-12 02:04:52,P07,0
FNW-267,2024-02-12 02:30:20,P01,0
MNN-454,2024-02-12 02:42:52,P09,0
FNW-267,2024-02-12 03:06:20,P02,0
BHG-991,2024-02-12 03:25:41,P01,0
FNW-267,2024-02-12 04:08:20,P03,0
BHG-991,2024-02-12 04:27:41,P02,0
GSS-830,2024-02-12 05:00:04,P04,0
FNW-267,2024-02-12 05:08:20,P07,0
BHG-991,2024-02-12 05:10:41,P03,0
GSS-830,2024-02-12 05:35:04,P05,0
FNW-267,2024-02-12 05:53:20,P08,0
BHG-991,2024-02-12 06:08:41,P07,0
GSS-830,2024-02-12 06:32:04,P06,0
FNW-267,2024-02-12 06:36:20,P05,0
GSS-830,2024-02-12 07:14:04,P08,0
FNW-267,2024-02-12 07:17:20,P06,0
DFA-460,2024-02-12 10:29:29,P04,0
DFA-460,2024-02-12 11:28:29,P05,0
DFA-460,2024-02-12 12:09:29,P06,0
DFA-460,2024-02-12 12:59:29,P08,0
CZH-584,2024-02-13 01:06:34,P03,0
CZH-584,2024-02-13 02:06:34,P09,0
CZH-584,2024-02-13 02:41:34,P10,0
EFV-705,2024-02-13 14:55:50,P01,0
EFV-705,2024-02-13 15:34:50,P02,0
EFV-705,2024-02-13 16:32:50,P03,0
VFF-262,2024-02-13 16:48:22,P01,0
EFV-705,2024-02-13 17:26:50,P07,0
VFF-262,2024-02-13 17:35:22,P02,0
VFF-262,2024-02-13 18:32:22,P03,0
VFF-262,2024-02-13 19:24:22,P07,0
EEF-246,2024-02-13 23:38:35,P03,0
TUF-230,2024-02-13 23:46:00,P04,0
TUF-230,2024-02-14 00:22:00,P05,0
EEF-246,2024-02-14 00:23:35,P09,0
AAV-420,2024-02-14 00:46:49,P03,0
EEF-246,2024-02-14 01:02:35,P10,0
TUF-230,2024-02-14 01:05:00,P06,0
AAV-420,2024-02-14 01:25:49,P09,0
TUF-230,2024-02-14 01:50:00,P08,0
AAV-420,2024-02-14 02:07:49,P10,0
DHU-483,2024-02-14 05:01:52,P07,0
DHU-483,2024-02-14 05:40:52,P08,0
UNE-670,2024-02-14 09:26:38,P04,0
UNE-670,2024-02-14 10:27:38,P07,0
UNE-670,2024-02-14 11:11:38,P09,0
ZZS-573,2024-02-14 12:11:14,P04,0
ZZS-573,2024-02-14 12:48:14,P05,0
ZZS-573,2024-02-14 13:38:14,P06,0
GNX-996,2024-02-14 14:04:16,P04,0
ZZS-573,2024-02-14 14:17:14,P08,0
GNX-996,2024-02-14 14:42:16,P07,0
GNX-996,2024-02-14 15:29:16,P09,0
ECM-752,2024-02-14 17:58:44,P04,0
KGJ-687,2024-02-14 18:03:48,P04,0
DPS-768,2024-02-14 18:18:20,P04,1
NGD-307,2024-02-14 18:34:12,P04,0
ECM-752,2024-02-14 18:35:44,P07,0
EWB-550,2024-02-14 18:40:44,P04,0
KGJ-687,2024-02-14 18:58:48,P07,0
NGD-307,2024-02-14 19:14:12,P05,0
EWB-550,2024-02-14 19:21:44,P07,0
DPS-768,2024-02-14 19:22:20,P07,1
ECM-752,2024-02-14 19:38:44,P09,0
KGJ-687,2024-02-14 19:52:48,P09,0
EWB-550,2024-02-14 20:04:44,P09,0
NGD-307,2024-02-14 20:09:12,P06,0
DPS-768,2024-02-14 20:11:20,P09,1
VFF-262,2024-02-14 20:30:16,P01,0
NGD-307,2024-02-14 21:05:12,P08,0
ARB-587,2024-02-14 21:19:23,P07,0
VFF-262,2024-02-14 21:33:16,P02,0
ARB-587,2024-02-14 22:22:23,P08,0
VFF-262,2024-02-14 22:29:16,P03,0
XTG-038,2024-02-14 22:56:15,P01,0
VFF-262,2024-02-14 23:25:16,P07,0
XTG-038,2024-02-14 23:45:15,P02,0
VFF-262,2024-02-15 00:24:16,P08,0
XTG-038,2024-02-15 00:41:15,P03,0
VFF-262,2024-02-15 01:18:16,P05,0
XTG-038,2024-02-15 01:23:15,P07,0
VFF-262,2024-02-15 02:14:16,P06,0
ZYP-552,2024-02-15 02:56:46,P03,0
ZYP-552,2024-02-15 03:47:46,P09,0
ZYP-552,2024-02-15 04:31:46,P10,0
TFV-817,2024-02-15 10:55:52,P01,0
TFV-817,2024-02-15 11:45:52,P02,0
TFV-817,2024-02-15 12:22:52,P03,0
TFV-817,2024-02-15 13:26:52,P07,0
TFV-817,2024-02-15 14:10:52,P08,0
TFV-817,2024-02-15 14:50:52,P05,0
TFV-817,2024-02-15 15:42:52,P06,0
EFV-705,2024-02-15 16:46:41,P01,0
EFV-705,2024-02-15 17:25:41,P02,0
EFV-705,2024-02-15 18:19:41,P03,0
EFV-705,2024-02-15 19:13:41,P07,0
RAT-061,2024-02-16 09:22:26,P07,0
VPB-066,2024-02-16 10:00:42,P04,0
RAT-061,2024-02-16 10:04:26,P08,0
VPB-066,2024-02-16 10:54:42,P07,0
VPB-066,2024-02-16 11:58:42,P09,0
UPU-152,2024-02-16 12:58:00,P04,0
UPU-152,2024-02-16 13:50:00,P05,0
RYL-407,2024-02-16 13:58:53,P04,0
TXP-802,2024-02-16 14:19:02,P01,0
UPU-152,2024-02-16 14:43:00,P06,0
RYL-407,2024-02-16 14:54:53,P05,0
TXP-802,2024-02-16 15:06:02,P02,0
UPU-152,2024-02-16 15:21:00,P08,0
BAS-446,2024-02-16 15:51:04,P01,0
TXP-802,2024-02-16 15:54:02,P03,0
RYL-407,2024-02-16 15:56:53,P06,0
RYL-407,2024-02-16 16:37:53,P08,0
TXP-802,2024-02-16 16:48:02,P07,0
BAS-446,2024-02-16 16:48:04,P02,0
TXP-802,2024-02-16 17:37:02,P08,0
BAS-446,2024-02-16 17:41:04,P03,0
TXP-802,2024-02-16 18:27:02,P05,0
BAS-446,2024-02-16 18:28:04,P07,0
BAS-446,2024-02-16 19:13:04,P08,0
TXP-802,2024-02-16 19:24:02,P06,0
BAS-446,2024-02-16 19:48:04,P05,0
BAS-446,2024-02-16 20:46:04,P06,0
ETT-011,2024-02-17 02:05:16,P04,0
BTW-712,2024-02-17 02:33:48,P01,0
ETT-011,2024-02-17 03:01:16,P07,0
BTW-712,2024-02-17 03:36:48,P02,0
ETT-011,2024-02-17 03:39:16,P09,0
RCP-031,2024-02-17 03:43:42,P03,1
BTW-712,2024-02-17 04:16:48,P03,0
RCP-031,2024-02-17 04:22:42,P09,1
BTW-712,2024-02-17 05:07:48,P07,0
RCP-031,2024-02-17 05:24:42,P10,1
BGU-102,2024-02-17 05:33:10,P01,0
BGU-102,2024-02-17 06:36:10,P02,0
BGU-102,2024-02-17 07:24:10,P03,0
BGU-102,2024-02-17 08:24:10,P07,0
BGU-102,2024-02-17 09:17:10,P08,0
BGU-102,2024-02-17 09:56:10,P05,0
BGU-102,2024-02-17 10:53:10,P06,0
GSS-830,2024-02-17 11:03:32,P04,0
VFF-262,2024-02-17 11:19:59,P07,0
GSS-830,2024-02-17 11:52:32,P07,0
VFF-262,2024-02-17 12:10:59,P08,0
GSS-830,2024-02-17 12:48:32,P09,0
EDB-399,2024-02-18 07:34:42,P01,0
HYH-842,2024-02-18 07:48:02,P01,0
EDB-399,2024-02-18 08:34:42,P02,0
ZZM-344,2024-02-18 08:41:05,P04,0
HYH-842,2024-02-18 08:50:02,P02,0
ZZM-344,2024-02-18 09:24:05,P07,0
HYH-842,2024-02-18 09:28:02,P03,0
EDB-399,2024-02-18 09:28:42,P03,0
ZZM-344,2024-02-18 10:08:05,P09,0
HYH-842,2024-02-18 10:26:02,P07,0
EDB-399,2024-02-18 10:31:42,P07,0
CVR-864,2024-02-18 17:36:23,P01,0
CVR-864,2024-02-18 18:36:23,P02,0
CVR-864,2024-02-18 19:18:23,P03,0
CVR-864,2024-02-18 20:10:23,P07,0
XZJ-409,2024-02-18 21:55:56,P01,0
XZJ-409,2024-02-18 22:52:56,P02,0
RYR-709,2024-02-18 23:03:27,P01,0
RYR-709,2024-02-18 23:47:27,P02,0
XZJ-409,2024-02-18 23:47:56,P03,0
XZJ-409,2024-02-19 00:42:56,P07,0
RYR-709,2024-02-19 00:51:27,P03,0
RYR-709,2024-02-19 01:54:27,P07,0
UNE-670,2024-02-19 06:15:46,P03,0
UNE-670,2024-02-19 07:09:46,P09,0
UNE-670,2024-02-19 07:46:46,P10,0
VNM-459,2024-02-19 14:56:22,P01,0
VNM-459,2024-02-19 15:36:22,P02,0
TFV-817,2024-02-19 15:47:27,P03,0
ZZS-573,2024-02-19 15:51:37,P01,0
VNM-459,2024-02-19 16:20:22,P03,0
ZZS-573,2024-02-19 16:44:37,P02,0
TFV-817,2024-02-19 16:51:27,P09,0
VNM-459,2024-02-19 17:12:22,P07,0
TFV-817,2024-02-19 17:29:27,P10,0
JCW-895,2024-02-19 17:38:04,P03,0
ZZS-573,2024-02-19 17:43:37,P03,0
VNM-459,2024-02-19 18:01:22,P08,0
JCW-895,2024-02-19 18:21:04,P09,0
ZZS-573,2024-02-19 18:21:37,P07,0
HJG-028,2024-02-19 18:41:55,P01,0
VNM-459,2024-02-19 18:43:22,P05,0
JCW-895,2024-02-19 19:10:04,P10,0
ZZS-573,2024-02-19 19:24:37,P08,0
DZL-705,2024-02-19 19:36:00,P01,0
EZG-362,2024-02-19 19:38:22,P01,0
VNM-459,2024-02-19 19:43:22,P06,0
HJG-028,2024-02-19 19:44:55,P02,0
PXS-377,2024-02-19 19:49:12,P01,0
JGU-381,2024-02-19 20:02:27,P01,1
GAA-883,2024-02-19 20:06:38,P01,0
ZCM-924,2024-02-19 20:24:46,P04,0
PXS-377,2024-02-19 20:27:12,P02,0
ZZS-573,2024-02-19 20:27:37,P05,0
EZG-362,2024-02-19 20:28:22,P02,0
DZL-705,2024-02-19 20:29:00,P02,0
JGU-381,2024-02-19 20:38:27,P02,1
HJG-028,2024-02-19 20:38:55,P03,0
EZG-362,2024-02-19 21:06:22,P03,0
GAA-883,2024-02-19 21:06:38,P02,0
PXS-377,2024-02-19 21:09:12,P03,0
JGU-381,2024-02-19 21:13:27,P03,1
ZCM-924,2024-02-19 21:19:46,P07,0
ZZS-573,2024-02-19 21:20:37,P06,0
DZL-705,2024-02-19 21:27:00,P03,0
HJG-028,2024-02-19 21:33:55,P07,0
EZG-362,2024-02-19 21:45:22,P07,0
PXS-377,2024-02-19 21:48:12,P07,0
ZCM-924,2024-02-19 21:56:46,P09,0
JGU-381,2024-02-19 22:03:27,P07,1
GAA-883,2024-02-19 22:06:38,P03,0
DZL-705,2024-02-19 22:10:00,P07,0
HJG-028,2024-02-19 22:34:55,P08,0
GAA-883,2024-02-19 23:09:38,P07,0
HJG-028,2024-02-19 23:26:55,P05,0
MSS-463,2024-02-19 23:50:53,P07,0
HJG-028,2024-02-20 00:04:55,P06,0
MSS-463,2024-02-20 00:33:53,P08,0
XUN-738,2024-02-20 02:01:48,P01,0
XUN-738,2024-02-20 02:37:48,P02,0
XUN-738,2024-02-20 03:24:48,P03,0
XUN-738,2024-02-20 04:20:48,P07,0
VTN-721,2024-02-20 08:03:45,P01,0
VTN-721,2024-02-20 08:55:45,P02,0
VTN-721,2024-02-20 09:51:45,P03,0
VTN-721,2024-02-20 10:32:45,P07,0
VTN-721,2024-02-20 11:35:45,P08,0
VTN-721,2024-02-20 12:32:45,P05,0
VTN-721,2024-02-20 13:35:45,P06,0
NHB-304,2024-02-20 14:14:32,P03,0
NHB-304,2024-02-20 14:55:32,P09,0
NHB-304,2024-02-20 15:48:32,P10,0
BFU-112,2024-02-20 19:50:01,P03,0
BFU-112,2024-02-20 20:29:01,P09,0
BFU-112,2024-02-20 21:24:01,P10,0
DAH-023,2024-02-20 22:33:27,P03,0
DAH-023,2024-02-20 23:30:27,P09,0
DAH-023,2024-02-21 00:12:27,P10,0
AAV-420,2024-02-21 00:31:25,P03,0
AAV-420,2024-02-21 01:06:25,P09,0
SDL-768,2024-02-21 01:17:34,P04,0
URJ-004,2024-02-21 01:31:27,P04,0
AAV-420,2024-02-21 01:44:25,P10,0
SDL-768,2024-02-21 02:08:34,P07,0
URJ-004,2024-02-21 02:32:27,P07,0
SDL-768,2024-02-21 02:59:34,P09,0
URJ-004,2024-02-21 03:21:27,P09,0
XEE-293,2024-02-21 07:45:15,P04,0
XEE-293,2024-02-21 08:35:15,P07,0
XEE-293,2024-02-21 09:26:15,P09,0
JTJ-756,2024-02-21 09:52:51,P07,0
JTJ-756,2024-02-21 10:36:51,P08,0
CZH-584,2024-02-21 10:41:50,P04,0
CZH-584,2024-02-21 11:36:50,P07,0
AAV-420,2024-02-21 12:10:52,P07,0
CZH-584,2024-02-21 12:36:50,P09,0
AAV-420,2024-02-21 12:54:52,P08,0
XMM-463,2024-02-21 16:05:44,P04,0
MTN-383,2024-02-21 16:27:49,P01,0
XMM-463,2024-02-21 16:52:44,P05,0
MTN-383,2024-02-21 17:20:49,P02,0
XMM-463,2024-02-21 17:32:44,P06,0
ARH-334,2024-02-21 17:52:36,P01,0
XMM-463,2024-02-21 18:18:44,P08,0
MTN-383,2024-02-21 18:18:49,P03,0
ARH-334,2024-02-21 18:38:36,P02,0
MTN-383,2024-02-21 18:58:49,P07,0
ARH-334,2024-02-21 19:13:36,P03,0
ARH-334,2024-02-21 19:57:36,P07,0
GNX-996,2024-02-22 04:59:44,P04,0
GNX-996,2024-02-22 05:37:44,P07,0
CJT-038,2024-02-22 05:37:50,P04,0
CJT-038,2024-02-22 06:14:50,P07,0
YBK-845,2024-02-22 06:21:32,P01,0
GNX-996,2024-02-22 06:32:44,P09,0
HCY-417,2024-02-22 06:39:43,P01,1
CJT-038,2024-02-22 07:07:50,P09,0
YBK-845,2024-02-22 07:16:32,P02,0
HCY-417,2024-02-22 07:43:43,P02,1
YBK-845,2024-02-22 08:14:32,P03,0
HCY-417,2024-02-22 08:41:43,P03,1
PPL-334,2024-02-22 08:41:45,P07,0
YBK-845,2024-02-22 08:49:32,P07,0
HCY-417,2024-02-22 09:20:43,P07,1
PPL-334,2024-02-22 09:40:45,P08,0
LKH-557,2024-02-22 19:32:47,P03,0
ZCV-743,2024-02-22 19:40:53,P04,0
LKH-557,2024-02-22 20:34:47,P09,0
ZCV-743,2024-02-22 20:41:53,P07,0
LKH-557,2024-02-22 21:27:47,P10,0
ZCV-743,2024-02-22 21:33:53,P09,0
SDL-768,2024-02-22 22:32:37,P01,0
SDL-768,2024-02-22 23:09:37,P02,0
SDL-768,2024-02-22 23:57:37,P03,0
SDL-768,2024-02-23 00:45:37,P07,0
SDL-768,2024-02-23 01:34:37,P08,0
SDL-768,2024-02-23 02:16:37,P05,0
ZZM-344,2024-02-23 02:56:04,P04,0
SDL-768,2024-02-23 03:19:37,P06,0
TUF-230,2024-02-23 03:34:47,P04,0
ZZM-344,2024-02-23 03:49:04,P05,0
ZZM-344,2024-02-23 04:25:04,P06,0
TUF-230,2024-02-23 04:32:47,P05,0
ZZM-344,2024-02-23 05:11:04,P08,0
TUF-230,2024-02-23 05:23:47,P06,0
TUF-230,2024-02-23 06:10:47,P08,0
URJ-004,2024-02-23 12:10:37,P04,0
URJ-004,2024-02-23 12:49:37,P07,0
URJ-004,2024-02-23 13:48:37,P09,0
LJB-220,2024-02-23 16:37:02,P04,0
LJB-220,2024-02-23 17:16:02,P07,0
LJB-220,2024-02-23 18:12:02,P09,0
HZG-299,2024-02-23 18:21:29,P01,0
HZG-299,2024-02-23 19:12:29,P02,0
HZG-299,2024-02-23 20:01:29,P03,0
HZG-299,2024-02-23 20:53:29,P07,0
HZG-299,2024-02-23 21:50:29,P08,0
HZG-299,2024-02-23 22:46:29,P05,0
HZG-299,2024-02-23 23:39:29,P06,0
CZT-979,2024-02-24 00:20:05,P01,0
CZT-979,2024-02-24 01:05:05,P02,0
CZT-979,2024-02-24 01:57:05,P03,0
CZT-979,2024-02-24 02:35:05,P07,0
YYC-105,2024-02-24 02:45:19,P03,0
CZT-979,2024-02-24 03:12:05,P08,0
JFS-233,2024-02-24 03:38:34,P01,0
YYC-105,2024-02-24 03:48:19,P09,0
CZT-979,2024-02-24 03:59:05,P05,0
JFS-233,2024-02-24 04:15:34,P02,0
YYC-105,2024-02-24 04:49:19,P10,0
CZT-979,2024-02-24 04:56:05,P06,0
JFS-233,2024-02-24 05:17:34,P03,0
JFS-233,2024-02-24 06:01:34,P07,0
JTJ-756,2024-02-24 08:01:45,P07,0
JTJ-756,2024-02-24 09:05:45,P08,0
BZY-289,2024-02-24 09:11:53,P01,0
BZY-289,2024-02-24 10:01:53,P02,0
BZY-289,2024-02-24 10:40:53,P03,0
BZY-289,2024-02-24 11:39:53,P07,0
VER-819,2024-02-24 11:56:09,P01,0
VER-819,2024-02-24 13:00:09,P02,0
VER-819,2024-02-24 14:03:09,P03,0
VER-819,2024-02-24 14:47:09,P07,0
FHW-282,2024-02-24 18:05:41,P03,0
FHW-282,2024-02-24 18:46:41,P09,0
FHW-282,2024-02-24 19:42:41,P10,0
ESV-320,2024-02-24 22:32:51,P04,0
ESV-320,2024-02-24 23:24:51,P07,0
CAX-650,2024-02-25 00:16:29,P04,0
ESV-320,2024-02-25 00:27:51,P09,0
CAX-650,2024-02-25 01:06:29,P05,0
YYC-105,2024-02-25 01:06:37,P04,0
CAX-650,2024-02-25 02:03:29,P06,0
YYC-105,2024-02-25 02:05:37,P07,0
CAX-650,2024-02-25 02:47:29,P08,0
YYC-105,2024-02-25 02:47:37,P09,0
KVT-439,2024-02-25 08:48:45,P04,0
KVT-439,2024-02-25 09:35:45,P05,0
KVT-439,2024-02-25 10:36:45,P06,0
KVT-439,2024-02-25 11:14:45,P08,0
DFA-460,2024-02-25 13:10:12,P03,0
DFA-460,2024-02-25 14:12:12,P09,0
DFA-460,2024-02-25 14:48:12,P10,0
VMJ-632,2024-02-25 15:36:03,P04,0
VMJ-632,2024-02-25 16:18:03,P05,0
VMJ-632,2024-02-25 17:14:03,P06,0
VMJ-632,2024-02-25 18:08:03,P08,0
FNW-267,2024-02-25 18:32:30,P07,0
FNW-267,2024-02-25 19:23:30,P08,0
CVR-864,2024-02-26 00:32:29,P03,0
CVR-864,2024-02-26 01:07:29,P09,0
CVR-864,2024-02-26 02:06:29,P10,0
ZCV-743,2024-02-26 05:42:19,P07,0
BHG-991,2024-02-26 06:05:19,P07,0
ZCV-743,2024-02-26 06:22:19,P08,0
BHG-991,2024-02-26 07:05:19,P08,0
PPL-334,2024-02-26 08:33:56,P07,0
PPL-334,2024-02-26 09:13:56,P08,0
EFV-705,2024-02-26 10:38:29,P04,0
EFV-705,2024-02-26 11:39:29,P05,0
TUF-230,2024-02-26 11:58:59,P04,0
EFV-705,2024-02-26 12:15:29,P06,0
TUF-230,2024-02-26 12:53:59,P05,0
EFV-705,2024-02-26 13:04:29,P08,0
TUF-230,2024-02-26 13:34:59,P06,0
TUF-230,2024-02-26 14:10:59,P08,0
CZT-979,2024-02-26 17:40:59,P03,0
CZT-979,2024-02-26 18:29:59,P09,0
CZT-979,2024-02-26 19:12:59,P10,0
RYR-709,2024-02-26 21:01:22,P01,0
RYR-709,2024-02-26 21:54:22,P02,0
RYR-709,2024-02-26 22:48:22,P03,0
RYR-709,2024-02-26 23:27:22,P07,0
KZC-187,2024-02-27 02:13:44,P01,0
MBA-667,2024-02-27 02:14:58,P01,0
JXB-367,2024-02-27 02:22:20,P01,1
KZC-187,2024-02-27 02:50:44,P02,0
JXB-367,2024-02-27 03:10:20,P02,1
MBA-667,2024-02-27 03:16:58,P02,0
KZC-187,2024-02-27 03:25:44,P03,0
JXB-367,2024-02-27 04:02:20,P03,1
KZC-187,2024-02-27 04:03:44,P07,0
MBA-667,2024-02-27 04:20:58,P03,0
JXB-367,2024-02-27 04:38:20,P07,1
MBA-667,2024-02-27 05:17:58,P07,0
FHW-282,2024-02-27 05:19:51,P04,0
NJC-657,2024-02-27 05:28:10,P04,0
HXS-147,2024-02-27 05:28:25,P04,1
WMG-120,2024-02-27 05:33:34,P04,0
ETT-011,2024-02-27 05:55:21,P04,0
HXS-147,2024-02-27 06:04:25,P05,1
FHW-282,2024-02-27 06:05:51,P05,0
NJC-657,2024-02-27 06:06:10,P05,0
WMG-120,2024-02-27 06:24:34,P05,0
FHW-282,2024-02-27 06:49:51,P06,0
ETT-011,2024-02-27 06:50:21,P05,0
NJC-657,2024-02-27 06:55:10,P06,0
HXS-147,2024-02-27 07:08:25,P06,1
WMG-120,2024-02-27 07:22:34,P06,0
FHW-282,2024-02-27 07:30:51,P08,0
ETT-011,2024-02-27 07:34:21,P06,0
NJC-657,2024-02-27 07:49:10,P08,0
WMG-120,2024-02-27 07:59:34,P08,0
HXS-147,2024-02-27 08:04:25,P08,1
ETT-011,2024-02-27 08:12:21,P08,0
KJU-914,2024-02-27 08:16:22,P03,0
KJU-914,2024-02-27 09:02:22,P09,0
KJU-914,2024-02-27 10:02:22,P10,0
EDB-399,2024-02-27 18:05:04,P07,0
XZJ-409,2024-02-27 18:14:48,P01,0
EDB-399,2024-02-27 18:41:04,P08,0
